label,text,Date
4,@domaine547 think i'm gonna have the 2nd bottle of Cote.  Which means i'll need more  Remember sis and me when you are hiring! ,2022-12-27 16:32:55.447226
4,"Listening to some 'Nerdcore', if you don't know that music genre, check it out. ",2019-11-22 16:32:55.447226
0,Kyle's coming over. I miss my sexy mama leeana ,2022-12-28 16:32:55.447226
4,Laying by the pool - a little overcasty but we'll still get brown as a biscuit!  ,2019-10-09 16:32:55.447226
0,stupid headache.. GO AWAY. ,2022-02-02 16:32:55.447226
4,"@hohner @Realdebate @sarandipity Y'alls beat me to it!  DR is a long and storied tradition.    Ps, Vince Condella = too adorable!",2019-10-13 16:32:55.447226
4,@mileycyrus you have a ton of fans waiting for u!  we'll be waiting!  Monterrey is waiting for you! ,2020-03-19 16:32:55.447226
0,"@gavtheskav fuck knows, happened while I was asleep, am completely crippled, like I have a knife in the back of my knee ",2020-11-27 16:32:55.447226
0,Gonna get re-certified in CPR and First Aid today...FUN!!! ,2020-05-29 16:32:55.447226
4,@alainazieman Get 100 followers a day using www.tweeterfollow.com Once you add everyone you are on the train or pay vip ,2021-04-20 16:32:55.447226
4,@RQOCJD if they try ill hack into the mainframe of the internet database and unban them!!!it may take a while but I WILL!...im high ,2023-01-17 16:32:55.447226
4,My SOL was okay..it was easy  YAY!!,2017-12-30 16:32:55.447226
0,@SarahReedSC treaty isn't defined ,2023-03-03 16:32:55.447226
0,"@qt_pie1602 *hugs* Hang in there, mama.  Sorry to see you're having a rough day ",2021-04-07 16:32:55.447226
4,"bought new clothes  5 shirts, 2 pairs of skinny jeans, skull sweater, studded belt, rubber bracelets. ",2020-07-31 16:32:55.447226
4,"&quot;killa show dudes! Brazilians are my fav people!&quot; - Gosto de ler posts assim, ainda mais se for do Dougie ",2020-11-07 16:32:55.447226
4,@TwiExaminer Happy Birthday Amanda  Hope you have a great day!,2022-06-14 16:32:55.447226
4,@DLShell where is it?  Should we go there shopping tomorrow ,2021-05-15 16:32:55.447226
0,@LOOKIN4JORDAN kiss Jordan for me! I was so scared of him I didn't even hug him ,2022-11-02 16:32:55.447226
0,"Beach week has been soooo awsome, too bad it is soon over ",2021-01-19 16:32:55.447226
0,"Blah, time to go to bed because I need to take the stupid SAT 2s in the morning. ",2022-03-15 16:32:55.447226
4,Watching The Princess Bride  on amc,2020-10-24 16:32:55.447226
0,Spanish final ,2018-10-02 16:32:55.447226
4,"@kaymatthews But @Twittley's a major old-timey comedy guy, and would've been totally down with that first half hour. But of all movies! ",2020-06-16 16:32:55.447226
0,"@chrisbrownweb Hope Ye Got Dem; Ur Site Is Amazing, I Got On Everyday; I Tryed My Own, &amp; It Failed  Lol,",2018-04-16 16:32:55.447226
4,exp lvl 100 my knight and hope to a 3x exp ,2022-05-12 16:32:55.447226
0,@spankmytweet-poor babies! Thats too much  I hope they do ok. And you too!,2020-02-08 16:32:55.447226
0,first friday! I wish i was in SA right now ,2023-02-13 16:32:55.447226
4,@kelanjo19 @misslmscott lol yes  We met &quot;online&quot;. I'd count Kel as one of my best friends now though x,2022-12-31 16:32:55.447226
4,so now i am takin drum lesson. Also i hope i can achieve my dream job. ,2022-03-25 16:32:55.447226
0,"Was sending tweets, then noticed the &quot;something is totally wack&quot; message was on tweet chat.  #mmwanted",2019-02-16 16:32:55.447226
4,@kezzawezz Fookin ecstatic!!  lol........... I was like omg I didnt expect that :O  EEEEEEEEEE!! xxxx,2018-12-20 16:32:55.447226
4,@SheriRocks What are u doin Sheri?! ,2018-09-25 16:32:55.447226
0,http://bit.ly/MgWVM - california totally fkt  what will be the first to shut down plz advz.,2020-06-24 16:32:55.447226
0,"my hair is so heavy today, its giving me headache ",2020-04-15 16:32:55.447226
0,@mannyneps I am jealous. I miss working in the Makati-Ortigas area. ,2018-04-25 16:32:55.447226
4,"just woke up, might watch a chick flick later. lol ",2021-08-05 16:32:55.447226
4,"cata94music,thatÂ´s all I need  ???? pleaseee",2018-02-17 16:32:55.447226
0,i miss the of your voice ,2020-04-24 16:32:55.447226
0,"woke up at 8am, slept again at 1pm, woke up at 6pm, awake now at 3.37am. should order mcdonalds at 4am? i want hotcakes. ",2020-11-10 16:32:55.447226
4,"@tonyhawk haahhahahahaha ur &quot;trick&quot; on the Jimmy Fallon Show was siiiiiick!!!! I jus saw it PST! A-m-a-z-i-n-g! :] two thumbs up, brotha! ",2018-09-21 16:32:55.447226
4,@CertifiedDiva21 give me my shades den we can talk again ,2018-07-16 16:32:55.447226
0,"Moving out today, yuri going home ",2022-03-22 16:32:55.447226
0,Excited for Missy's wedding this weekend in Austin and then spending time with my family back home! Bye bye LBK! *tear* ,2021-04-04 16:32:55.447226
0,@StephDavis I'm currently on way home from picking him up even tho I fin work at 5.  got to sort tea when I get in then. (,2017-12-05 16:32:55.447226
0,@ladybug8320  Shame I gonna be indoors most of day with meetings !! BLAH ,2022-06-04 16:32:55.447226
0,"Oh god, a moth was living in a fucking power outlet!  (Actually, my PowerSquid.)",2020-03-24 16:32:55.447226
4,"@DanySpike Oh, good!  ",2022-08-26 16:32:55.447226
4,"Watching SNL, my boy friend JT is on!  ~*Kittie*~",2018-06-12 16:32:55.447226
4,death to myself. really powerful things are happening at methodist church. i'm so excited to change for the good. ,2022-03-21 16:32:55.447226
4,&amp; this weekend was the shitt. (: apart from the drama. one night can't exactly change you forever. -__- can't wait to leave tomorrow! ,2022-12-19 16:32:55.447226
4,"@penguinsnews Go Pens go, Gino Wins it for the Pens ",2021-02-21 16:32:55.447226
4,"@dpburland  no, i have not i'll get there though  i'm not ugly but i hate cameras ... my dad's fault... i'll make an effort this week ",2022-01-23 16:32:55.447226
4,@kirstiealley I think you are absolutely amazing. I'm and stylist. I would love to do your hair. Your hair could be so much more fabulous ,2020-12-10 16:32:55.447226
4,Off to work at City Year. ,2021-10-14 16:32:55.447226
4,@meowmistidawn http://twitpic.com/6iove - Lovely ,2019-05-16 16:32:55.447226
0,"http://twitpic.com/7wa0r - @ home, lounging around. I seriously need my fringe cut ",2020-03-19 16:32:55.447226
0,"Is going to bed, my throat is still on fire  .....No rehearsal 2ma nite",2019-10-16 16:32:55.447226
0,@thefuturist88 ugh I wish I could go for a ride 2morrow but I can't!  Unless you want to go early next Sat or Sun?,2021-03-16 16:32:55.447226
0,Bang bus isn't real ,2020-10-29 16:32:55.447226
0,".. i guess it is only half ten, just feels later 'coz i've been up so long ",2021-11-22 16:32:55.447226
4,@AstonLin I'd stay with Disk Warrior. ,2019-01-07 16:32:55.447226
4,WOW am lovin this weather  and i jus found my next car....love it!! 2 months and it will be mineeeee ,2020-02-02 16:32:55.447226
4,Uggh  Is Math Illegal   @Big_Bow    I saw your dance at The Grand Theatre Yesterday Wellll Donee    Isnt Avery Wong In Your Class? ,2022-10-06 16:32:55.447226
4,@Ash_P_21 heyy wat up! i'm sittin here watchin this CrAzY game eatin a brownie!!! ,2022-09-10 16:32:55.447226
4,@obsalah Good morning to you!! (24hs late) - And have a great day as well ,2018-03-10 16:32:55.447226
0,@vicxtorixous i cant see the lizrd in the pic  lol,2021-11-16 16:32:55.447226
0,@ACTinglikeamama oh wow! Can he come up to sunny Qld and teach Joel &amp; Lauren how to stay in bed?? sick of sharing. I don't share well ,2019-07-28 16:32:55.447226
0,@sjsmith88 no way ,2018-04-17 16:32:55.447226
4,Installed a new Twitteriffic. Can post again from my phone ,2021-12-04 16:32:55.447226
4,@SewAboutMyWorld Isn't that the way it goes? ,2022-12-09 16:32:55.447226
0,"Right, today's jobs are these: 1. Finish Student Finance 2. Jobwork 3. Typography project re-do 4. Jobwork 5. Finish and sleep.  Sun?",2018-01-19 16:32:55.447226
4,@DixonTam Had my first disaster already. LOL!!! but the pie is going into the oven! ,2023-01-02 16:32:55.447226
4,@DefyGravity81 Good Knight ,2022-08-21 16:32:55.447226
4,got a real hug from David in celebration of graduation. ,2021-04-26 16:32:55.447226
0,I am endlessly surrounded by stupidity ,2021-02-19 16:32:55.447226
0,Bed time got to work tomorrow ,2019-06-01 16:32:55.447226
4,I'm at Penang now!  Had char kuey teow and chendol!,2017-11-21 16:32:55.447226
0,#iwillnotbeafattychallenge Day 0: Survived without eating cup noodles and only having 1 packet drink at the office. Really hungry now tho ,2019-02-13 16:32:55.447226
4,@philoscience the amount fluff depends on who's feeds you read ,2023-03-01 16:32:55.447226
0,"any ideas for the BBQ tommorow ? Ummmm? A Pig on A spit, Really ?? Lets Not  ",2020-10-07 16:32:55.447226
4,has just been singing at the evans household ,2022-02-12 16:32:55.447226
0,@sherhof Weird. I just updated and I can't get the new version to minimize to the tray - only the taskbar   I must be missing something,2020-10-09 16:32:55.447226
4,Media exam over  time to relax,2021-09-29 16:32:55.447226
0,@phizzt Yeah &quot;Wade&quot;.. The poor guy. What did he ever do to deserve such harsh Hollywood treatment!?! ,2019-04-15 16:32:55.447226
0,Dual monitor less ... good morning ... ,2020-12-27 16:32:55.447226
0,so tired ,2022-11-11 16:32:55.447226
0,Wants to eat some chocolate. But is already full. ,2023-04-03 16:32:55.447226
0,@iSo14below Now I'm really glad I made it to the African Bazaar. It's the closest thing to Odunde ,2021-09-02 16:32:55.447226
0,@WahooPooh  in the middle of it now.@salspizza taking too long to get here so had to make a start!don't worry I won't do more than needed,2019-08-02 16:32:55.447226
4,It's going to be a fine FDO!  ,2017-12-14 16:32:55.447226
4,@mikehar woot! I'll buy the beer for the debrief ,2021-02-04 16:32:55.447226
0,@wilbossman Omg ghey! ,2021-08-29 16:32:55.447226
4,@ruthkalinka yw ruth! Yeah I went last year too-luv it! ,2020-03-23 16:32:55.447226
0,I can't sleep anymore ,2018-05-13 16:32:55.447226
0,"Awake. And oh yes, definitely sick with something  hoping body aches don't necessarily mean flu. Sigh.",2019-11-24 16:32:55.447226
0,@suddenlysey Poor wifey  Come snuggle with me,2020-03-08 16:32:55.447226
4,"@erincaldwell i am so proud of you. Next thing you know, you'll be training with me ",2018-12-02 16:32:55.447226
4,is sending congrats to Tobin - well done on the new job - sounds like a great opportunity ,2018-08-07 16:32:55.447226
4,"@TheRealJordin I wish you luck Jordin, I think you are awesome! ",2019-11-04 16:32:55.447226
4,@jonasbrothers @itsNICKJONAS http://bit.ly/tNpaH  hope you like it ,2017-12-01 16:32:55.447226
0,@lisabarone leave out a voice recorder &amp; have dragon natural search transcribe it? (i forgot about @mattcutts' you and a though  ),2019-06-24 16:32:55.447226
0,I cant believe its Monday again  ,2020-07-28 16:32:55.447226
4,@BJTuininga Woooo hooo.  Congrats!  Can't wait to see the final project completed! ,2021-04-21 16:32:55.447226
0,@Pink I agree am going soon to get wisdom teeth out  not looking forward to it at all,2018-01-13 16:32:55.447226
4,"@audiophile8706 I love you too  Don't be nervous, you have my prayers  Everything will work out. I promise. ",2022-01-05 16:32:55.447226
0,Stomach Cramps Hurt. And Suck ,2020-09-07 16:32:55.447226
0,@ddlovato why don't you ever talk to me demi what have i done to you??? ,2020-03-03 16:32:55.447226
0,@johneedge Hi and welcome...poor you  hope you enjoy the experience but God help you...Jenni is prolific at tweeting!,2021-03-16 16:32:55.447226
0,Ill in bed (have been so for several days) ,2018-10-11 16:32:55.447226
4,@furisevil I got my &quot;no fur&quot; sticker on my bass guitar! ,2023-03-12 16:32:55.447226
4,@rawrritspaige Haha I love ittt! What are you playing? You should send me an invite link. ,2020-06-06 16:32:55.447226
4,writes citations for the school newspaper ,2018-02-04 16:32:55.447226
0,@mforbeck I know. It wasn't even a bad hit. Just a broken jaw. But the nerve damage meant he couldn't open and close his mouth. ,2021-12-10 16:32:55.447226
0,Insomnia - Geuss thats what you can call it ,2018-01-08 16:32:55.447226
4,AND the full on day of WoW with 2 of my favorite 3 people evar! We're talking &gt;10 hours of gaming goodness! ,2022-10-03 16:32:55.447226
0,Things look ugly in iran ,2022-02-27 16:32:55.447226
4,@asl0versgo I like it! ,2023-04-25 16:32:55.447226
0,@jbmonroe31 lol n it hasnt knocked you out? damn! ,2018-08-05 16:32:55.447226
4,ohhdang. cant wait for damned if i do ya (damned if i don't) ,2020-06-05 16:32:55.447226
0,has now offically got 3 merits!!  YAY!  DDM would of been better  .  I edited a song to and he didn't want to listen it!!  MMM!!,2020-12-02 16:32:55.447226
0,@CarrieAWilliams If only I lived closer to the rink. ,2018-01-12 16:32:55.447226
4,I think they named the Loch Ness Monster after me...my other name is 'nessy' and of course I look a bit monstrous. ,2021-05-08 16:32:55.447226
4,"still playing Sims 3 lol, final of The Apprentice tonight ",2018-05-24 16:32:55.447226
0,@livestreamcom Are there rss feeds for each channel? Can't find mine. ,2022-07-21 16:32:55.447226
4,@gfalcone601 drink water upside down... i dont know how wats meant to work or help but its a siggestion  xx,2019-03-30 16:32:55.447226
4,"@MrRobbyM Rove, he's an Aussie comedian  ",2023-04-14 16:32:55.447226
4,@MissKeriBaby Hey Miss Keri Hilson!  I love your new hair. It fits you so sexy! ;),2022-11-11 16:32:55.447226
4,on my way for my drug test for the new job! ,2021-11-13 16:32:55.447226
0,Forgot to pick up my El Rio Storm Fan shirt from my parents house for the game tomorrow ,2022-03-04 16:32:55.447226
4,Watching wall-e with luca. ,2019-05-08 16:32:55.447226
4,@technicalfault hope they do  I wouldn't be suprised if you get it tomorrow/weds.,2018-06-03 16:32:55.447226
0,too tired for 6th form ,2021-10-22 16:32:55.447226
4,It's like 3:28 and i am not even tired yet. Lol. Kelsey and i are talking about myself and my lil sis chloe! I &lt;3 you chlobear! ,2018-02-27 16:32:55.447226
4,My search for GREEN is making some get more RED adding more BLUES to our nights... ,2019-04-06 16:32:55.447226
0,Somebody send me a picture text message cuz I don't think it's coming thru ,2019-09-28 16:32:55.447226
0,@ddlovato SUSPENSE NOOOO  PLEASE DEMI PLEASE :'D,2022-09-18 16:32:55.447226
0,My old cat which I gave to my mother-in-law got hit by a car today ,2023-05-03 16:32:55.447226
4,"Just installed @mixero at work, syncronization between clients works perfect ",2019-08-17 16:32:55.447226
4,is relaxing and looking forward to the weekend. ,2022-12-02 16:32:55.447226
4,"paramore is my most favorite band of all time !!  lol , well pretty much ..",2021-11-24 16:32:55.447226
0,@MrChInBsC bolllllll I know I know ,2021-01-08 16:32:55.447226
0,Sat down and spent 15min to convince my mom to eat something. She doesn't feel like eating anything. Wish I could cook better. ,2022-03-31 16:32:55.447226
4,@housamz Ø¹Ø¬Ø¨ÙÙ ØªØ¹ÙÙÙ ØªØ¨Ø¹ Ø§ÙØ¥ÙØªØ±ÙØª Ø¥ÙØ³Ø¨ÙÙØ± .. be a she ,2018-07-23 16:32:55.447226
4,@MissGraciela so whatch do? Hang up? P.S - Looking forward to come seeing you play ,2021-06-19 16:32:55.447226
4,Getting my truck from the garage then dinner with the bitties  txt,2019-06-08 16:32:55.447226
4,@mooniicaa  @yesscastro thank u so much girls  !,2017-12-04 16:32:55.447226
0,@boffbowsh I know when i get upset/really stressed I get nasty stys on my eyes  Had 3 in the past few weeks!,2018-06-17 16:32:55.447226
4,"@ChaosKittyPie ILL BE YOUR LITTLE SIS!  wait, am I older than u...?",2022-03-31 16:32:55.447226
0,@phraktyl @phraktyl the next one. whenever that is! who came tonight? I missed all the fun ,2021-12-08 16:32:55.447226
0,Here's almost 1 AM and I'm staying with my open window...otherwise I'd suffocate myself.  It's way too warm! Ah ~ I so much miss rains ! ,2019-05-07 16:32:55.447226
0,Is really sad to be leaving tn.  The past couple of days have been amazing! Everyone did such a good job! God is doing great things! 4 ...,2023-04-29 16:32:55.447226
0,@Tonimakesufab J&amp;R Music World? Hmmmm... &amp; Virgin Megastore shut down ,2021-08-01 16:32:55.447226
4,is eating strawberries ,2021-03-18 16:32:55.447226
4,There has to be a way to work in Japan without a Bachelor's!!! Mine is taking too long ,2021-03-29 16:32:55.447226
0,Skype is not working and I can't talk to my mummy ,2023-04-01 16:32:55.447226
4,@BobbiBillard hy bobbi please follow me to germany  i seek followers ,2022-01-28 16:32:55.447226
4,"is listening to 3Oh!3 &lt;333 Draaaagon Backpack  sorry, Kelli xDDDD also, did Twitter get rid of their character limit?! O__O Shweet! ",2020-03-14 16:32:55.447226
0,"K so my kitty that I'm cutting up, I just found out she was preggers. - I found her 5 embryos. ",2022-02-26 16:32:55.447226
4,says so much for being obssessed. im done!  http://plurk.com/p/z5aco,2021-10-22 16:32:55.447226
4,Really good day so far  I love my new roommate!,2021-12-11 16:32:55.447226
0,@DonnieWahlberg  Happy Father's Day!! I hope you have a wonderful day!  I lost my dad 16 years ago. ,2021-09-01 16:32:55.447226
4,@miriamreyes happy birthday ,2022-04-17 16:32:55.447226
0,"GREAT, I did something wrong AGAIN. UGHH... :'-( I'm sorry...  http://plurk.com/p/rbom1",2019-08-30 16:32:55.447226
4,"@jackgraycnn The &quot;Cougars&quot; never call ,Jack. I should know ",2020-03-21 16:32:55.447226
0,so i wrote to @MeLodAtRiChbOi on here and he still aint wrote back...smh ,2022-12-30 16:32:55.447226
4,"PG Party was HUGE! I could hardly move, but it was fun! ",2022-02-17 16:32:55.447226
4,I back on again... ,2020-06-07 16:32:55.447226
0,"@emmapattinson I have school tomorrow too, you know. -kill me. I want my Fearless album dammit. For the Logie's I wanted Ian Smith to win ",2019-04-25 16:32:55.447226
0,@waqaychay not just you. lj is down for me as well. ,2021-12-29 16:32:55.447226
0,is hungry... as always. ,2020-01-28 16:32:55.447226
4,@kryllband thats gooood  what u been up 2?,2021-03-30 16:32:55.447226
4,Goodnite Twitterville!!  Time to go chill and watch a little tv with my hubby b4 bed... ,2022-06-11 16:32:55.447226
0,finally home and all but miss my mommy and daddy all ready ,2019-03-03 16:32:55.447226
4,loving the bebo homepage at the moment ,2018-08-30 16:32:55.447226
0,"Think the gineaus are settled now, screeched at me this morn when I opened fridge! Only one more week with them ",2018-07-05 16:32:55.447226
0,"@hollywouldntphl oh my...bejewled?! I'd play too but I'm kinda color blind  to bring things too your level, I'm addicted to iPhone games!",2022-07-04 16:32:55.447226
4,@lesliesinks lmao I know ,2020-02-22 16:32:55.447226
4,"well tweeps, im off, i gotta have a shower then go get a haircut. good bye everyone ",2022-11-25 16:32:55.447226
0,"@KentuckyTour  Huh. You get your 1200 followers, and I get no more luv ",2022-08-31 16:32:55.447226
4,?currently playing OL games @ y8.com ,2021-05-24 16:32:55.447226
4,@chk10 Go easy on the wine next time then.  Hahahaha. ,2019-09-09 16:32:55.447226
0,@ConnieKuo I know so sad ,2019-02-13 16:32:55.447226
4,@mzkalila Yes I am!  It's a really cute story. Check it out! ,2021-06-21 16:32:55.447226
4,@lynncorrigan It's the food and pre/post drinks that seem to be taking up most of the organising ,2018-01-27 16:32:55.447226
0,I'm wishing u were here.... ,2021-02-08 16:32:55.447226
0,"FINALLY! MY BACKGROUND WORKED. SADLY, I HAD TO CHANGE MY L WORD BACKGROUND TO THE SIMPSONS CAUSE ALL MY L WORD BGs ARE NON EFFECTIVE. ",2021-11-09 16:32:55.447226
4,Dude.. I love the weather today!...  . .,2020-09-02 16:32:55.447226
0,@aaroncarter7 that sucks  good luck,2022-12-18 16:32:55.447226
4,@tommcfly Hey Tom! How's the weather!  Omg I can't believe you said hi to David haha omg!!!!! ,2022-11-04 16:32:55.447226
0,@Breemeetsworld Thanks Bree. Good to know a Scottish accent is more important to you than me. ,2021-05-28 16:32:55.447226
0,@spphotoart i know. it seriously has impacted my day... greatly... ,2023-04-17 16:32:55.447226
0,"@senbin This guy? R u sure? I'm sure he's a nice person, etc, but...  http://bit.ly/3kXmu3",2022-04-19 16:32:55.447226
4,@DavidArchie good thing i dont drive lol guess im lucky ..david u are the coolest ,2022-11-10 16:32:55.447226
0,@SarahPsyDeal i kind of hate you right now ,2023-04-29 16:32:55.447226
4,"What an awesome day   Boy am I grateful &amp; blessed, and I know it.",2023-01-01 16:32:55.447226
0,"@Freakiix  i thought so too.. But I I'll go to London this year anyways..hopefully..xD..uh and I can't come with u to GD,'cause of school ",2021-07-28 16:32:55.447226
0,@WavyNick Those damn bitches. How dare they take Tangerine away without a farewell run.   That's some cold blooded shit!,2020-05-23 16:32:55.447226
0,Just bought the Swedish vampire movie &quot;Let the Right One In&quot;. Can't wait to watch it. Still at work ,2020-02-29 16:32:55.447226
0,@AnnekaHansen Got up at 5am as I couldn't sleep! Now I want to go back to bed!  How are you?,2018-05-17 16:32:55.447226
4,after 72 hours of non-stop basketball watching i'm going home... to watch the finals ,2021-02-09 16:32:55.447226
4,@IndieLette Thurs evening pub trip with Charlotte is planned btw ,2017-11-14 16:32:55.447226
4,@RobKardashian  gooooood ,2021-06-24 16:32:55.447226
0,@ambermanson JEALOUS. i hate being sick ,2018-05-30 16:32:55.447226
0,"@JulissaB  DM not working. Anyways, how is kiko. My brothers are grown men now!",2020-05-28 16:32:55.447226
0,Electrical fire at the mall so I get out early - 1 point; Learning I have to get rid of my kitchen sink - -5 points ,2018-01-24 16:32:55.447226
0,@NIYANA thats not helping the ones who cant watch it ,2022-12-26 16:32:55.447226
0,silly rain go away ,2022-11-14 16:32:55.447226
4,@LittleLeafsFan Haha! Won't the wife go with you? Tell her you'll buy her lots of drinks ,2022-01-24 16:32:55.447226
0,@KristinaaG aww i'm sorry about that ,2021-11-15 16:32:55.447226
4,@dougedey yep... close your mouth ,2023-02-13 16:32:55.447226
0,@diapershops woohoo u reached 1300! without my help since ive been moving ,2022-08-11 16:32:55.447226
4,@heathenshearth Congratulations!! It sounds like a really good morning ,2017-12-20 16:32:55.447226
0,i felt so super sick yesterday... ,2021-09-16 16:32:55.447226
4,gym with bo starting summmer off righttt ,2022-07-07 16:32:55.447226
4,@sweetflomobile -- when are you coming back to 15th and K?!? I'm actually at 13th &amp; I but I'll take it! ,2020-09-20 16:32:55.447226
0,saw 5 of Nicholas S.'s books at the bookstore. me wants to buy them all. ,2021-06-26 16:32:55.447226
4,@tweetbit   .... it is interesting isn`t it? like a timemachine.,2018-02-26 16:32:55.447226
0,its scary here all alone in this big house  im hearin all kinds of noises already!,2018-01-23 16:32:55.447226
0,Wide awake. Wtf? Got a big day ahead of me. Work n School Quizzes...... ,2021-08-21 16:32:55.447226
0,@colormehungry runnin late for my own last company lunch too. ,2018-05-05 16:32:55.447226
0,is missing hanging out with my nursing friends tonight ,2022-05-30 16:32:55.447226
4,@dagmaroon I know.  I almost danced my way out of my last class. oh the joys! now I'm stuck at home not knowing what to do &gt;.&lt;,2018-11-02 16:32:55.447226
4,Just woke up...yep it is 3 pm!!! but got home from work at 8am :S everyhting hurst but still I heading to run my 2 mile a day session ,2020-01-22 16:32:55.447226
4,relaxing. ,2021-12-19 16:32:55.447226
0,"@djaffe Unfortunately no he did not  He was 60,000 points short of hitting the record before he made it to the kill screen.",2018-10-16 16:32:55.447226
0,Grrr MySpace have blocked the OHC link again ,2018-11-01 16:32:55.447226
0,cleaning so Allison can come over. I want her here now though ,2020-02-22 16:32:55.447226
0,"@JLSOfficial am well gutted!! i need2 meet you soon im literally dying, cant face food. ma mums goin nuts at me  reaally upset!",2021-04-23 16:32:55.447226
0,went to CURRY HOUSE in irvine today. that place was pretty bomb but it wasnt better than Curry House in Hawaii ,2021-01-09 16:32:55.447226
4,@xoCAZZA Because it is! xx lol ,2019-02-22 16:32:55.447226
4,Love fool- the cardigans ,2022-05-11 16:32:55.447226
4,"@JeffAshcroft No, I don't.  But maybe one day I will take it up. ",2021-01-02 16:32:55.447226
0,worried ,2020-09-25 16:32:55.447226
0,and i fail epicly ,2020-06-22 16:32:55.447226
4,hanging out with danny and eating cupcakes ,2020-09-12 16:32:55.447226
4,"Sorry to ask, but can anyone spare a ride mid-day 2morrow &amp; help me transport some boxes to a self storage spot on Clark?  Much obliged! ",2018-08-13 16:32:55.447226
4,"At home case: switcheasy colour, outside case: capsule rebel  ive found the perfect combo",2018-08-24 16:32:55.447226
0,@_M_I_A_ OK! i'll tell ma moma n pa 2 vote 4 her. Cos i'm too young ,2019-03-25 16:32:55.447226
4,Is it the fact you know im right? ,2019-09-08 16:32:55.447226
0,I'm regretting that I didn't take the cookie.  ,2018-05-14 16:32:55.447226
4,@pursebuzz yes step by step tuts would help. ,2021-06-10 16:32:55.447226
0,@qbee27 ubertwitter is being weird this am.  ,2018-06-19 16:32:55.447226
4,"@RX2904 you, my friend, are a true fan ",2021-12-06 16:32:55.447226
0,Wish I knew how to attach a picture to my tweets using my iPhone.  ,2022-04-09 16:32:55.447226
4,"@azrael haha my second family. Amazing sunsets, clean air, and the worst/best hick town ever lol but I'm in York this week. ",2020-10-16 16:32:55.447226
4,"greek, jamaican ",2018-10-26 16:32:55.447226
0,"praying for the repose of the soul of Jane Yoensky, a former co-worker. ",2020-05-03 16:32:55.447226
4,@nathtossato heyy my girliie  ! how r uu?? I can't wait to see u HERE!!,2018-12-31 16:32:55.447226
0,"Finally a nice day, but everything I need to do is inside ",2023-01-22 16:32:55.447226
0,@shadowcall I'm sorry to hear that. ,2022-07-21 16:32:55.447226
4,@dg4G you may need to finish some of it off - can't even look at the thing right now! ,2018-05-22 16:32:55.447226
4,http://twitpic.com/6p1pd - my desktop for now. Changes all the time. ,2019-02-07 16:32:55.447226
4,@StampinMom Happy mother's Day to you too! ,2022-06-18 16:32:55.447226
0,"I miss ashley  , bouda grab some frosted flakess",2019-04-20 16:32:55.447226
0,Does anyone know the LOCAL NUMBER to PRESTON sorting office 08456 112 318 ?????? RIP OFF BRITAIN IT IS ,2021-07-02 16:32:55.447226
4,@CHRISDJMOYLES Hello Chris. Did you know that the genuine &amp; validated Cheggers is on Twitter? @thekeithchegwin ,2020-09-11 16:32:55.447226
0,@Honey_ hey Honey. His name is Eli. He made it to the top 12 but got no air time. Boo. ,2020-02-04 16:32:55.447226
4,@Xellif el freeway nÃºmero 280   http://twitpic.com/7hfaa,2021-03-29 16:32:55.447226
0,@michellelipton 2nd series .. Tho I fear it was cancelled ,2020-03-09 16:32:55.447226
4,"Trevor Berrett Warnick made his grand entrance into the world on June 5th:  9 lbs, 3oz and perfect ",2021-09-22 16:32:55.447226
0,@Dragonrider80 that's a bummer.  ,2018-11-04 16:32:55.447226
0,"@chcuk ya, 2 hours of being drilled and practice haha I hope the guys get there on time to watch me race  wouldn't it be something if I...",2021-01-21 16:32:55.447226
4,"@sammy1794 @taahliaaa During their live chat, they said that they were most likely coming down in December! ",2019-07-31 16:32:55.447226
4,@franniiee_xx lol why? cause I wasn't there? naww how sweet fran ,2018-07-05 16:32:55.447226
4,@chadsmith729 Thx for the kudos ,2018-08-11 16:32:55.447226
0,@nomadicryan don't have enough vaca at the new job to double my time ,2021-06-10 16:32:55.447226
0,Hooray! Graduation practice than lifeguarding! ,2022-09-24 16:32:55.447226
4,@aaddiiee your right ,2022-04-09 16:32:55.447226
0,"im watching 'La Rosa de Guadalupe', its very nice, tho its sad too  poor girl man. =/",2020-11-10 16:32:55.447226
0,"@emilyayu Thanks Emmmmm, dreams do happen ha ha :p knowing me I'll just let her run away cos I wont think its an appropriate time ",2021-03-15 16:32:55.447226
0,@jellybabies2009 The weather is set to be rubbish though ,2021-04-10 16:32:55.447226
4,Yay for @meaghankoci who is the winner of a copy of Prada &amp; Prejudice!  Please DM me your address so I know where to send it ,2018-11-16 16:32:55.447226
0,Almost another dang week done &amp; I haven't yet shipped any of my public pieces! Sigh! ,2022-07-07 16:32:55.447226
4,I'm going to king's island tomorrow. ,2020-03-19 16:32:55.447226
0,pray to god to switch temperature effect on all dudx.. its so cold here ,2022-05-08 16:32:55.447226
4,@dougiemcfly i wanna see ,2022-05-29 16:32:55.447226
0,Saturday morning and I woke up even earlier than normal for work: I need coffe to put my face back together again: its saggy right now ,2019-05-31 16:32:55.447226
0,My twitterberry was trippen today! Ugh I feel reallyyy sad. ,2020-10-28 16:32:55.447226
4,"@MichelleBrouse Hi Michelle, I'm doin great, and you ",2019-03-04 16:32:55.447226
